identifier	gene_name	chromosome	status	n_obs	molecular_weight	gravy	pI	description
AT1G03630.1	PORC	1	canonical	109	43.88242710000004	-0.35137157107231964	9.184117698669432	protochlorophyllide oxidoreductase C
AT1G03680.1	TRXM1	1	canonical	73	19.6643625	-0.1290502793296089	9.135573005676271	thioredoxin M-type 1
AT1G03687.1	F4I2G3	1	canonical	6	42.91684880000008	-0.25590551181102406	8.470839500427246	DTW domain-containing protein
AT1G03710.1	Q58G57	1	canonical	14	23.433703400000006	-0.9292079207920787	4.705325126647948	Cystatin/monellin superfamily protein
AT1G03730.1	Q1ECK0	1	canonical	4	18.3687956	0.7892215568862273	10.330301094055173	pyrroline-5-carboxylate reductase
AT1G03740.1	Q9LR53	1	canonical	29	84.47631830000022	-0.7021621621621623	9.484991645812986	Protein kinase superfamily protein
AT1G03750.1	CHR9	1	canonical	5	98.4852831000007	-0.5122969837586996	6.534574317932129	switch 2
AT1G03760.1	Q8GWP1	1	canonical	33	44.055179600000095	-0.8959079283887466	4.974685096740722	Prefoldin chaperone subunit family protein
AT1G03790.1	C3H2	1	canonical	12	43.61405220000017	-0.7178117048346043	8.1192289352417	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT1G03810.1	Q9ZWA3	1	canonical	10	15.668979799999988	-0.13776223776223767	9.465715599060061	Nucleic acid-binding%2C OB-fold-like protein
AT1G03820.1	Q9ZWA4	1	canonical	5	25.204829000000014	-1.1680180180180184	4.52133731842041	E6-like protein
AT1G03830.1	Q9ZWA5	1	canonical	57	112.49975740000093	-0.6412714429868808	5.575530052185058	guanylate-binding family protein
AT1G03840.1	IDD3	1	canonical	15	55.825530800000166	-0.6626482213438718	8.636652183532718	C2H2 and C2HC zinc fingers superfamily protein
AT1G03860.1	PHB2	1	canonical	87	31.81024420000001	-0.15454545454545443	9.393188667297363	prohibitin 2
AT1G03870.1	FLA9	1	canonical	47	26.11464159999999	0.0004048582995949425	8.92534160614014	FASCICLIN-like arabinoogalactan 9
AT1G03880.1	CRU2	1	canonical	581	50.55769000000003	-0.34989010989011	6.525991630554199	cruciferin 2
AT1G03890.1	CRU4	1	canonical	276	49.67425270000005	-0.2731707317073174	5.474129295349121	RmlC-like cupins superfamily protein
AT1G03900.1	Y1390	1	canonical	29	29.79490930000005	-0.6761029411764703	6.045588493347168	non-intrinsic ABC protein 4
AT1G03905.1	AB19I	1	canonical	17	32.420872000000045	-0.18241379310344832	6.083613777160643	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03910.1	CATIN	1	canonical	52	78.28479310000041	-1.0802083333333332	6.176716041564941	cactus-binding carboxy-terminal%2C cactin
AT1G03920.1	F4I2K0	1	canonical	29	65.0287133000002	-0.754481546572934	6.108054542541503	Protein kinase family protein
AT1G03930.1	CKL9	1	canonical	29	53.00125350000021	-0.6658174097664542	9.97798137664795	dual specificity kinase 1
AT1G03940.1	3AT1	1	canonical	30	51.92517560000005	-0.14392324093816647	6.625118827819825	HXXXD-type acyl-transferase family protein
AT1G03950.1	VPS2C	1	canonical	12	23.025968099999986	-0.6847619047619053	6.866400337219238	vacuolar protein sorting-associated protein 2.3
AT1G03960.1	2AB2E	1	canonical	24	61.23779360000006	-0.3877126654064272	4.8333833694458	Calcium-binding EF hand family protein
AT1G03970.1	GBF4	1	canonical	22	30.58586550000003	-0.8929629629629627	5.677669715881348	G-box binding factor 4
AT1G03980.1	A0A1P8AVN4	1	canonical	22	41.975872400000036	-0.34877384196185307	6.569246101379394	phytochelatin synthase 2
AT1G03990.1	FAO1	1	canonical	27	83.86279080000043	-0.21266490765171514	8.536081504821777	Long-chain fatty alcohol dehydrogenase family protein
AT1G04000.1	Q9ZWC0	1	canonical	7	16.853163699999993	-0.653947368421053	9.830735588073729	hypothetical protein
AT1G04010.1	LCAT2	1	canonical	26	71.68685170000028	-0.2582938388625593	5.939640617370605	phospholipid sterol acyl transferase 1
AT1G04020.1	A0A178W540	1	canonical	16	79.56102890000041	-0.5828892005610076	6.533608055114747	breast cancer associated RING 1
AT1G04030.1	F4I444	1	canonical	10	49.01603380000009	-1.0919354838709667	5.124171638488768	eisosome protein
AT1G04040.1	Q9ZWC4	1	canonical	76	31.095500400000027	-0.3649446494464945	9.218285942077635	HAD superfamily%2C subfamily IIIB acid phosphatase
AT1G04050.1	SUVR1	1	canonical	32	82.75194930000059	-0.5337874659400527	5.08984088897705	histone-lysine N-methyltransferase SUVR2-like protein
AT1G04070.1	TOM91	1	canonical	3	9.939533099999995	0.22127659574468092	8.81845302581787	translocase of outer membrane 22-I
AT1G04080.1	Q93ZR3	1	canonical	99	85.24100480000044	-0.40885416666666646	4.902044868469238	Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04090.1	Q501D1	1	canonical	11	64.19622770000012	-0.2729020979020984	5.810672950744629	vacuolar sorting-associated protein (DUF946)
AT1G04110.1	SBT12	1	canonical	36	83.77491280000031	-0.07316129032258059	9.150529670715333	Subtilase family protein
AT1G04120.1	AB5C	1	canonical	72	168.57236680000022	0.20885072655218104	7.6383874893188475	multidrug resistance-associated protein 5
AT1G04130.1	F4I456	1	canonical	32	40.509552900000024	-0.5672222222222226	5.803227043151855	Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04140.1	Q94C94	1	canonical	28	85.67431690000063	-0.28025316455696175	7.416317558288575	Transducin family protein / WD-40 repeat family protein
AT1G04150.1	O64492	1	canonical	13	113.93222610000055	-0.2935770750988133	9.512713050842287	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
AT1G04160.1	MYO8	1	canonical	78	169.49147390000087	-0.32586666666666453	7.911447334289551	myosin XI B
AT1G04170.1	O64490	1	canonical	85	50.85283649999999	-0.019354838709677465	8.962475395202638	eukaryotic translation initiation factor 2 gamma subunit
AT1G04190.1	Q8RXN1	1	canonical	40	37.17987280000004	-0.6121951219512197	8.91766986846924	Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04200.1	Q8RWV1	1	canonical	33	82.64217840000039	-0.12267759562841539	5.478051185607909	dyggve-melchior-clausen syndrome protein
AT1G04210.1	O64486	1	canonical	15	125.15611670000092	-0.38992805755395565	5.785720634460449	Leucine-rich repeat protein kinase family protein
AT1G04220.1	KCS2	1	canonical	34	59.52716090000005	-0.11174242424242424	9.298806953430176	3-ketoacyl-CoA synthase 2
AT1G04230.1	Q94K10	1	canonical	3	37.14916190000008	-1.1532307692307697	10.31192760467529	rRNA-processing EFG1-like protein (DUF2361)
AT1G04250.1	IAA17	1	canonical	3	25.287747899999996	-0.4768558951965067	6.744480705261232	AUX/IAA transcriptional regulator family protein
AT1G04260.1	PRA1D	1	canonical	13	19.325058899999974	0.659340659340659	4.610801887512206	CAMV movement protein interacting protein 7
AT1G04270.1	RS151	1	canonical	106	17.12903399999999	-0.3539473684210527	10.33964900970459	cytosolic ribosomal protein S15
AT1G04280.1	NADKC	1	canonical	45	59.97661550000011	-0.43951310861423254	6.105042076110839	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G04290.1	P93828	1	canonical	14	16.886388199999995	-0.026451612903225737	7.854134941101074	Thioesterase superfamily protein
AT1G04300.1	A8MR11	1	canonical	47	119.65342740000061	-0.797486033519552	6.0234781265258786	TRAF-like superfamily protein
AT1G04310.1	ERS2	1	canonical	12	72.1916811000003	0.060775193798449374	6.075713157653809	ethylene response sensor 2
AT1G04350.1	ACCH6	1	canonical	38	40.79610290000004	-0.24805555555555575	5.613214302062987	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G04360.1	ATL1	1	canonical	5	42.615673700000094	-0.4312335958005254	7.5201623916625975	RING/U-box superfamily protein
AT1G04380.1	ACCH7	1	canonical	16	38.61758850000001	-0.22927536231884071	5.445027732849121	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G04390.1	Y1439	1	canonical	4	112.37164230000101	0.032934131736526664	6.204680824279785	BTB/POZ domain-containing protein
AT1G04400.1	CRY2	1	canonical	37	69.45620140000031	-0.34428104575163454	5.68591136932373	cryptochrome 2
AT1G04410.1	MDHC1	1	canonical	264	35.57057010000004	0.012650602409638478	6.108736610412596	Lactate/malate dehydrogenase family protein
AT1G04420.1	Q8VZ23	1	canonical	64	46.42653820000003	-0.28155339805825286	8.69467372894287	NAD(P)-linked oxidoreductase superfamily protein
AT1G04430.1	PMT8	1	canonical	98	70.5074374000003	-0.4051364365971109	6.149092292785644	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT1G04440.1	CKL13	1	canonical	30	53.20393720000019	-0.5782051282051281	9.848206520080566	casein kinase like 13
AT1G04450.1	RIC3	1	canonical	25	24.255550900000017	-1.1986363636363642	9.677752113342287	ROP-interactive CRIB motif-containing protein 3
AT1G04470.1	P93812	1	canonical	10	115.47190680000077	-0.27420289855072405	6.473358726501464	hypothetical protein (DUF810)
AT1G04480.1		1	canonical	98	15.026626999999985	-0.1835714285714286	10.480383491516111	Ribosomal protein L14p/L23e family protein
AT1G04510.1	PR19A	1	canonical	76	56.865366900000154	-0.30764818355640605	6.1602895736694325	MOS4-associated complex 3A
AT1G04520.1	PDLP2	1	canonical	11	32.763884399999995	0.024755700325732943	8.32488307952881	plasmodesmata-located protein 2
AT1G04530.1	Q8VZ31	1	canonical	44	34.552535000000006	-0.597741935483871	4.302507209777833	Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04540.1	F4I5P7	1	canonical	9	66.81454260000037	-0.6782029950083193	9.91937961578369	Calcium-dependent lipid-binding (CaLB domain) family protein
AT1G04550.1	IAA12	1	canonical	3	18.73721829999999	-0.42774566473988457	9.038870429992677	AUX/IAA transcriptional regulator family protein
AT1G04560.1	O23029	1	canonical	42	19.845896699999983	0.44999999999999923	9.743187522888181	AWPM-19-like family protein
AT1G04580.1	ALDO4	1	canonical	160	147.30199320000034	-0.08100224382946904	5.927988624572753	aldehyde oxidase 4
AT1G04590.1	Q9C5I2	1	canonical	17	43.042375100000065	-0.6160104986876641	8.761914253234863	PPR containing-like protein
AT1G04600.1	MYO7	1	canonical	95	196.11954000000057	-0.5383236994219645	5.435535621643066	myosin XI A
AT1G04610.1	YUC3	1	canonical	4	48.74665719999997	-0.23157894736842125	9.183473014831542	YUCCA 3
AT1G04620.1	HCAR	1	canonical	40	51.66087880000001	-0.2943722943722947	8.365627098083497	coenzyme F420 hydrogenase family / dehydrogenase%2C beta subunit family
AT1G04630.1	NDADA	1	canonical	33	16.12542079999999	-0.4874125874125873	9.184568977355958	GRIM-19 protein
AT1G04635.1	POP5	1	canonical	2	17.016766599999997	-0.02715231788079476	7.518684577941895	ribonuclease P family protein / Rpp14 family protein
AT1G04640.1	LIP2M	1	canonical	37	26.420936500000018	-0.3029787234042555	6.511440849304199	lipoyltransferase 2
AT1G04645.1	SPH5	1	canonical	10	14.903145399999987	-0.18124999999999988	8.474385261535648	Plant self-incompatibility protein S1 family
AT1G04650.1	F4I5R5	1	canonical	18	112.72106310000096	-0.033701103309929994	5.848414039611816	holliday junction resolvase
AT1G04660.1	O23018	1	canonical	41	18.311723999999963	0.5462264150943386	8.908128547668458	glycine-rich protein
AT1G04670.1	Q5Q0I9	1	canonical	8	13.45017559999998	-0.5230158730158733	9.300612068176267	hypothetical protein
AT1G04680.1	PLY1	1	canonical	46	47.77028390000011	-0.36751740139211186	8.02510509490967	Pectin lyase-like superfamily protein
AT1G04690.1	KCAB	1	canonical	87	36.53821580000002	-0.28292682926829293	6.96819896697998	potassium channel beta subunit 1
AT1G04700.1	F4I5S1	1	canonical	50	118.00516470000076	-0.7128598848368527	6.0445653915405275	PB1 domain-containing protein tyrosine kinase
AT1G04710.1	THIK1	1	canonical	74	46.61077450000005	-0.061173814898420074	8.594489860534669	peroxisomal 3-ketoacyl-CoA thiolase 4
AT1G04730.1	F4I5S3	1	canonical	46	107.01858400000076	-0.5178154825026493	6.879814338684082	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G04750.1	VA721	1	canonical	52	24.764595100000033	-0.11552511415525124	8.956608772277832	vesicle-associated membrane protein 721
AT1G04760.1	VA726	1	canonical	31	24.872645300000034	-0.19363636363636386	9.12886829376221	vesicle-associated membrane protein 726
AT1G04780.1	Q8GXW8	1	canonical	53	74.35893260000036	-0.6730421686746983	8.3261079788208	Ankyrin repeat family protein
AT1G04790.1	Q93XZ6	1	canonical	18	71.49239540000042	-0.9413249211356488	8.878344154357912	RING/U-box superfamily protein
AT1G04800.1	Q9MAS9	1	canonical	15	18.04484289999996	0.007500000000000009	6.970131492614747	glycine-rich protein
AT1G04810.1	PSD1B	1	canonical	224	108.86464390000093	-0.058241758241758305	5.192264747619627	26S proteasome regulatory complex%2C non-ATPase subcomplex%2C Rpn2/Psmd1 subunit
AT1G04820.1		1	canonical	345	49.5403184000001	-0.1948888888888889	4.925121498107909	tubulin alpha-4 chain
AT1G04830.1	Q84K76	1	canonical	24	51.09453810000009	-0.41629464285714196	7.703183937072754	Ypt/Rab-GAP domain of gyp1p superfamily protein
AT1G04840.1	PPR10	1	canonical	9	75.10458460000044	-0.19804511278195522	8.761076164245605	Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04850.1	Q9MAT3	1	canonical	77	46.60257550000006	-0.7527845036319598	5.907526588439941	ubiquitin-associated (UBA)/TS-N domain-containing protein
AT1G04860.1	UBP2	1	canonical	59	105.15117390000079	-0.592403746097814	5.15037441253662	ubiquitin-specific protease 2
AT1G04870.1	ANM10	1	canonical	47	32.0739247	-0.4214285714285716	4.859358787536621	protein arginine methyltransferase 10
AT1G04880.1	HMG15	1	canonical	27	50.00362570000004	-0.6575892857142858	5.435024070739746	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain-containing protein
AT1G04890.1	F4I759	1	canonical	22	47.36273270000009	-0.9746958637469578	6.6789453506469725	zein-binding protein (Protein of unknown function%2C DUF593)
AT1G04900.1	Q94C90	1	canonical	32	50.603891600000054	-0.37058823529411766	8.626917457580568	NADH dehydrogenase ubiquinone complex I%2C assembly factor-like protein (DUF185)
AT1G04910.1	OFUT1	1	canonical	31	59.04218040000012	-0.4377649325626201	9.41401195526123	O-fucosyltransferase family protein
AT1G04920.1	SPSA3	1	canonical	79	119.47440430000066	-0.4777777777777764	5.907071876525879	sucrose phosphate synthase 3F
AT1G04930.1	Q9MAU1	1	canonical	6	36.793338000000034	-0.7352409638554215	10.197431755065917	hydroxyproline-rich glycoprotein family protein
AT1G04950.1	TAF6	1	canonical	31	61.363948200000166	-0.24134790528233124	7.023844337463378	TATA BOX ASSOCIATED FACTOR II 59
AT1G04960.1	Q9MAU4	1	canonical	6	34.35793110000005	-0.11261829652996833	6.53792781829834	golgin family A protein (DUF1664)
AT1G04970.1	Y1049	1	canonical	14	53.492794400000044	0.21434426229508172	4.646439933776856	lipid-binding serum glycoprotein family protein
AT1G04980.1	PDI22	1	canonical	53	48.40258040000008	-0.2901565995525731	6.093162727355955	PDI-like 2-2
AT1G04985.1	Q84JL8	1	canonical	10	21.9241651	-0.5165803108808293	10.977499198913574	triacylglycerol lipase-like protein
AT1G04990.1	C3H3	1	canonical	23	44.703987200000036	-0.663118811881188	8.401535987854007	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT1G05000.1	DSP1	1	canonical	8	24.53698210000002	-0.2106976744186047	7.618493843078614	Phosphotyrosine protein phosphatases superfamily protein
AT1G05010.1	ACCO4	1	canonical	82	36.67647450000005	-0.4783281733746131	5.241203117370604	ethylene-forming enzyme
AT1G05020.1	AP180	1	canonical	16	72.17110640000033	-0.42725880551301587	4.939217567443847	ENTH/ANTH/VHS superfamily protein
AT1G05030.1	PLST1	1	canonical	4	57.2018027000001	0.3927480916030533	8.92521266937256	Major facilitator superfamily protein
AT1G05040.1	Q9ZVN8	1	canonical	2	18.753476899999992	-0.7789156626506025	4.978379631042479	UBA-like domain protein
AT1G05055.1	TF2H2	1	canonical	23	46.97754770000003	-0.23467933491686518	6.1481828689575195	general transcription factor II H2
AT1G05060.1	Q9ZVP0	1	canonical	16	27.83743370000002	-0.5434782608695657	9.373848152160644	coiled-coil protein
AT1G05070.1	Q94AB8	1	canonical	12	20.263786	-0.5771739130434784	6.141305351257324	transmembrane protein%2C putative (DUF1068)
AT1G05080.1	FBD34	1	canonical	2	49.88323720000009	0.0899772209567197	4.575789070129395	F-box/RNI-like/FBD-like domains-containing protein
AT1G05120.1	F4I795	1	canonical	12	94.58724740000054	-0.39759903961584464	8.362274742126466	Helicase protein with RING/U-box domain-containing protein
AT1G05140.1	ARAS2	1	canonical	17	47.7744855	0.1782312925170067	9.060660743713381	Peptidase M50 family protein
AT1G05150.1	Y1515	1	canonical	75	90.1683218000005	-0.4193069306930682	6.313811683654786	Calcium-binding tetratricopeptide family protein
AT1G05160.1	KAO1	1	canonical	24	56.40849730000008	-0.259183673469388	8.578372764587403	cytochrome P450%2C family 88%2C subfamily A%2C polypeptide 3
AT1G05170.1	B3GT2	1	canonical	15	40.972400199999996	-0.4747922437673133	9.255742073059082	Galactosyltransferase family protein
AT1G05180.1	AXR1	1	canonical	50	60.03412100000015	-0.18148148148148172	5.653967857360839	NAD(P)-binding Rossmann-fold superfamily protein
AT1G05190.1	RK6	1	canonical	94	24.70531730000001	-0.4354260089686101	9.89127140045166	Ribosomal protein L6 family
AT1G05200.1	GLR34	1	canonical	12	107.20533420000076	-0.06986444212721585	8.448275566101074	glutamate receptor 3.4
AT1G05205.1	Q8LG56	1	canonical	11	10.676086499999991	-1.0835164835164839	6.74942569732666	hexokinase-1 protein
AT1G05230.1	HDG2	1	canonical	28	79.42271600000043	-0.3943134535367535	5.597185707092284	homeodomain GLABROUS 2
AT1G05240.1		1	canonical	56	35.62396670000003	-0.0492307692307692	9.352251243591308	Peroxidase superfamily protein
AT1G05260.1	PER3	1	canonical	69	34.905308900000044	0.006441717791410737	8.738834571838382	Peroxidase superfamily protein
AT1G05270.1	Q8GXY6	1	canonical	25	40.74125110000007	-0.04150943396226407	4.889483451843262	TraB family protein
AT1G05280.1	F4I8P5	1	canonical	13	56.3573567000001	-0.2678207739307536	8.858681297302244	ERV-F (C)1 provirus ancestral Env polyprotein%2C putative (DUF604)
AT1G05310.1	PME8	1	canonical	15	43.34941750000003	-0.22137404580152684	8.224892616271976	Pectin lyase-like superfamily protein
AT1G05320.1	F4I8Q1	1	canonical	96	89.45022480000044	-0.8182278481012645	4.912219047546387	myosin heavy chain%2C embryonic smooth protein
AT1G05350.1	UBA5	1	canonical	48	47.019673600000075	-0.2134570765661254	4.584087562561035	NAD(P)-binding Rossmann-fold superfamily protein
